date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:51	142/142	---MCZ	200	added ('OK')	text/plain	date:Sat,%2011%20Jan%202025%2012:36:04%20GMT	https://www.solarenergyworld.com/robots.txt		(from )
12:12:51	295534/295534	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Jan%202025%2016:10:55%20GMT	https://www.solarenergyworld.com/	C:/Users/Administrator/Desktop/RevolucionSolarSitio/www.solarenergyworld.com/index.html	(from )
12:12:52	5666/5666	---M--	200	added ('OK')	image/png	etag:%2266caace7-22c1%22	https://www.solarenergyworld.com/favicon/apple-touch-icon.png	C:/Users/Administrator/Desktop/RevolucionSolarSitio/www.solarenergyworld.com/favicon/apple-touch-icon.png	(from https://www.solarenergyworld.com/)
12:12:52	1021/1021	---M--	200	added ('OK')	image/png	etag:%2266caace7-5d5%22	https://www.solarenergyworld.com/favicon/favicon-32x32.png	C:/Users/Administrator/Desktop/RevolucionSolarSitio/www.solarenergyworld.com/favicon/favicon-32x32.png	(from https://www.solarenergyworld.com/)
12:12:52	590/590	---M--	200	added ('OK')	image/png	etag:%2266caace7-48a%22	https://www.solarenergyworld.com/favicon/favicon-16x16.png	C:/Users/Administrator/Desktop/RevolucionSolarSitio/www.solarenergyworld.com/favicon/favicon-16x16.png	(from https://www.solarenergyworld.com/)
12:12:52	442/442	---M--	200	added ('OK')	application/octet-stream	etag:%2266caace7-1ba%22	https://www.solarenergyworld.com/favicon/site.webmanifest	C:/Users/Administrator/Desktop/RevolucionSolarSitio/www.solarenergyworld.com/favicon/site.webmanifest	(from https://www.solarenergyworld.com/)
12:12:52	9563/9563	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266caace7-255b%22	https://www.solarenergyworld.com/favicon/safari-pinned-tab.svg	C:/Users/Administrator/Desktop/RevolucionSolarSitio/www.solarenergyworld.com/favicon/safari-pinned-tab.svg	(from https://www.solarenergyworld.com/)
12:12:52	15086/15086	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2266caace7-3aee%22	https://www.solarenergyworld.com/favicon/favicon.ico	C:/Users/Administrator/Desktop/RevolucionSolarSitio/www.solarenergyworld.com/favicon/favicon.ico	(from https://www.solarenergyworld.com/)
12:12:53	35/35	---M--	200	added ('OK')	image/gif	date:Sat,%2011%20Jan%202025%2018:12:39%20GMT	https://dev.visualwebsiteoptimizer.com/ee.gif?a=	C:/Users/Administrator/Desktop/RevolucionSolarSitio/dev.visualwebsiteoptimizer.com/ee5ba7.gif	(from https://www.solarenergyworld.com/)
12:12:54	163271/163271	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2011%20Jan%202025%2018:12:40%20GMT	https://www.solarenergyworld.com/GET	C:/Users/Administrator/Desktop/RevolucionSolarSitio/www.solarenergyworld.com/GET	(from https://www.solarenergyworld.com/)
